5.7625 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fd2ad44d040>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fd298e0c940>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fd298e0ce80>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7fd29b1ee5e0>, multiSample=False, name='window1', numSamples=2, pos=[360.0, 225.0], screen=0, size=array([2880, 1800]), stencilBits=0, stereo=False, title='PsychoPy', units='norm', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
5.7627 	EXP 	window1: mouseVisible = True
5.7628 	EXP 	window1: backgroundImage = ''
5.7628 	EXP 	window1: backgroundFit = 'none'
5.7666 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
5.7666 	EXP 	window1: recordFrameIntervals = False
5.8517 	EXP 	window1: recordFrameIntervals = True
5.9287 	WARNING 	t of last frame was 10.61ms (=1/94)
5.9957 	WARNING 	t of last frame was 10.88ms (=1/91)
6.0288 	WARNING 	t of last frame was 10.23ms (=1/97)
6.1622 	WARNING 	t of last frame was 10.79ms (=1/92)
6.3116 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
6.6851 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

6.6861 	EXP 	window1: mouseVisible = False
8.6564 	EXP 	pedestal_cursor_ibl: status = STARTED
8.6568 	EXP 	window1: mouseVisible = True
8.6948 	EXP 	Created welcome_position = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='welcome_position', opacity=1.0, ori=0.0, pos=array([0. , 0.1]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
8.6949 	EXP 	window1: mouseVisible = True
8.6966 	EXP 	Created continue_txt = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([ 1.    , -0.0039, -0.3725]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='continue_txt', opacity=1.0, ori=0.0, pos=array([ 0. , -0.3]), rgb=UNKNOWN, text='Continue', units='height', win=Window(...), wrapWidth=1)
8.6966 	EXP 	window1: mouseVisible = True
8.6967 	EXP 	window1: mouseVisible = True
8.7088 	EXP 	Created consent_txt = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.035, italic=False, languageStyle='LTR', name='consent_txt', opacity=1.0, ori=0.0, pos=array([0. , 0.1]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
8.7089 	EXP 	window1: mouseVisible = True
8.7105 	EXP 	Created continue_txt_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([ 1.    , -0.0039, -0.3725]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='continue_txt_3', opacity=1.0, ori=0.0, pos=array([ 0.3, -0.4]), rgb=UNKNOWN, text='Continue', units='height', win=Window(...), wrapWidth=1)
8.7105 	EXP 	window1: mouseVisible = True
8.7121 	EXP 	Created exit_txt = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([ 1.    , -0.0039, -0.3725]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='exit_txt', opacity=1.0, ori=0.0, pos=array([-0.3, -0.4]), rgb=UNKNOWN, text='Exit', units='height', win=Window(...), wrapWidth=1)
8.7122 	EXP 	window1: mouseVisible = True
8.7122 	EXP 	window1: mouseVisible = True
8.7167 	EXP 	Created age_txt = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='age_txt', opacity=1.0, ori=0.0, pos=array([0.  , 0.15]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
8.7289 	EXP 	window1: mouseVisible = True
8.7293 	EXP 	window1: mouseVisible = True
8.7313 	EXP 	window1: mouseVisible = True
8.7314 	EXP 	window1: mouseVisible = True
8.7318 	EXP 	window1: mouseVisible = True
8.7322 	EXP 	window1: mouseVisible = True
8.7446 	EXP 	window1: mouseVisible = True
8.7447 	EXP 	window1: mouseVisible = True
8.7451 	EXP 	window1: mouseVisible = True
8.7455 	EXP 	window1: mouseVisible = True
8.7603 	EXP 	window1: mouseVisible = True
8.7604 	EXP 	window1: mouseVisible = True
8.7608 	EXP 	window1: mouseVisible = True
8.7611 	EXP 	window1: mouseVisible = True
8.7688 	EXP 	window1: mouseVisible = True
8.7689 	EXP 	window1: mouseVisible = True
8.7693 	EXP 	window1: mouseVisible = True
8.7697 	EXP 	window1: mouseVisible = True
8.7741 	EXP 	window1: mouseVisible = True
8.7743 	EXP 	window1: mouseVisible = True
8.7746 	EXP 	window1: mouseVisible = True
